country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Mozambique,MZ,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/mozambique,IRENA database,2254.31005859375,2275.26000976563,2276.71997070313,2278.21997070313,2278.21997070313,2278.21997070313,2278.21997070313,2290.8701171875,2294.544921875,2294.544921875,2294.57104492188,2293.23095703125,2413.26293945313,2540.48291015625,2587.78295898438,2793.67504882813,2773.67504882813,2774.72509765625,2880.32006835938,2944.44799804688,2947.01098632813,2947.01098632813,2989.01098632813,,
Namibia,NA,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/namibia,AFREC Database,1380.0,1370.0,1407.0,1512.0,1602.0,1658.0,1512.0,1564.0,1415.0,1429.0,1235.0,1385.67004394531,1413.38342285156,1227.0,1485.0,1502.0,1395.59997558594,1415.70703125,1436.08410644531,1456.751953125,1477.72998046875,1655.5,,,
Namibia,NA,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/namibia,AFREC Database,1414.0,1417.0,1454.0,1559.0,1653.0,1709.0,1512.0,1694.0,1545.0,1510.0,1293.0,1424.28002929688,1454.31005859375,1291.14196777344,1505.0,1543.056640625,1492.48999023438,1517.71142578125,1543.5263671875,1570.65063476563,1595.5400390625,2152.69995117188,,,
Namibia,NA,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/namibia,IRENA database,386.570007324219,386.75,387.100006103516,387.160003662109,387.179992675781,387.410003662109,387.700012207031,388.260009765625,388.799987792969,399.459991455078,400.279998779297,426.730010986328,520.453979492188,523.971008300781,555.846984863281,560.346984863281,566.747009277344,610.556030273438,634.809020996094,687.2490234375,691.2490234375,691.2490234375,716.2490234375,,
Niger,NE,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/niger,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Niger,NE,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/niger,AFREC Database,205.0,180.0,192.0,197.0,208.0,232.0,218.0,2141.0,230.0,248.0,250.0,342.319000244141,399.205993652344,452.0,443.0,531.0,526.0,556.858276367188,536.146484375,558.550415039063,582.30810546875,722.503723144531,,,
Niger,NE,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/niger,IRENA database,183.100006103516,183.199996948242,183.199996948242,183.300003051758,183.399993896484,183.600006103516,183.699996948242,183.699996948242,183.800003051758,183.800003051758,184.699996948242,229.600006103516,260.600006103516,261.600006103516,262.600006103516,263.600006103516,264.600006103516,345.640991210938,363.640991210938,379.640991210938,379.640991210938,379.640991210938,510.640991210938,,
Nigeria,NG,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/nigeria,AFREC Database,5628.0,6920.0,7074.0,7605.0,8275.0,7951.0,7714.0,6227.0,5721.0,4529.0,6310.0,5650.0,5306.68994140625,5326.0,5346.0,5718.0,5582.39990234375,5933.37890625,5635.25830078125,5670.39013671875,5705.5810546875,8689.974609375,,,
Nigeria,NG,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/nigeria,AFREC Database,14727.0,15453.0,15308.0,20183.0,24209.0,23539.0,23110.0,22978.0,21110.0,19777.0,26057.0,27034.0,25390.859375,28883.0,30464.0,31503.650390625,30978.41015625,31768.02734375,31868.251953125,32380.47265625,32912.7734375,73195.8828125,,,
Nigeria,NG,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/nigeria,IRENA database,5585.2001953125,5585.2001953125,5585.2001953125,6785.2001953125,6785.2001953125,6985.2001953125,7587.2841796875,8107.2841796875,8616.2841796875,8849.4697265625,8573.703125,9089.6787109375,9089.8701171875,10010.6650390625,10579.896484375,10586.931640625,12537.5244140625,12573.23046875,13038.66015625,13093.2216796875,13217.9912109375,13254.84765625,13289.1728515625,,
Rwanda,RW,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/rwanda,AFREC Database,110.0,88.0,97.0,116.0,83.0,65.0,38.0,42.0,68.0,98.0,110.0,149.0,149.796005249023,214.459243774414,214.459243774414,216.807876586914,219.327621459961,222.009674072266,224.847518920898,227.836456298828,230.973251342773,542.809997558594,,,
Rwanda,RW,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/rwanda,AFREC Database,113.0,90.0,99.0,119.0,91.0,112.0,161.0,160.0,184.0,240.0,282.0,342.313995361328,350.123992919922,475.325347900391,527.443115234375,533.355895996094,539.795104980469,546.80859375,554.3642578125,562.448608398438,571.050598144531,894.616516113281,,,
Rwanda,RW,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/rwanda,IRENA database,43.7999992370605,43.7999992370605,43.7999992370605,43.7999992370605,43.7999992370605,56.2999992370605,71.0350036621094,71.3850021362305,71.3850021362305,94.9850006103516,104.474998474121,110.151000976563,111.208000183105,115.436996459961,130.929992675781,205.005996704102,225.227005004883,229.957000732422,234.949996948242,249.32600402832,259.126007080078,259.126007080078,299.466003417969,,
Sao Tome and Principe,ST,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/sao-tome-and-principe,AFREC Database,7.0,5.0,6.0,8.0,6.0,4.0,4.0,7.0,8.0,7.0,5.0,10.0,10.5120000839233,10.5120000839233,11.0,11.0799512863159,11.9116668701172,12.8366823196411,12.8470096588135,13.9133071899414,15.10715675354,16.4503974914551,,,
Sao Tome and Principe,ST,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/sao-tome-and-principe,AFREC Database,15.0,25.0,30.0,32.0,35.0,12.0,12.0,38.0,28.0,27.0,25.0,28.017520904541,28.2422409057617,28.4542331695557,29.1399993896484,29.5602569580078,30.7380752563477,94.8234710693359,96.6631774902344,99.8703918457031,103.51838684082,107.638114929199,,,
Sao Tome and Principe,ST,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/sao-tome-and-principe,IRENA database,3.20000004768372,6.09999990463257,6.09999990463257,6.09999990463257,6.09999990463257,6.09999990463257,6.09999990463257,6.09999990463257,6.09999990463257,7.40000009536743,14.2040004730225,16.6040000915527,16.6040000915527,16.6040000915527,18.7040004730225,23.5200004577637,29.673999786377,29.8680000305176,29.8680000305176,30.5690002441406,30.5590000152588,30.4230003356934,30.2329998016357,,
Senegal,SN,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/senegal,AFREC Database,0.0,0.0,0.0,337.0,293.0,267.0,237.0,181.0,229.416275024414,239.129211425781,253.399993896484,257.242004394531,290.316986083984,308.492340087891,323.0,342.0,348.899993896484,356.918334960938,320.935699462891,328.679962158203,336.754699707031,345.173858642578,,,
Senegal,SN,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/senegal,AFREC Database,1527.93518066406,1702.93518066406,1581.94116210938,1880.94116210938,1995.69677734375,2221.8046875,2247.83471679688,2346.697265625,2434.37963867188,2811.18701171875,3032.45776367188,2964.5498046875,2931.87890625,3497.134765625,3662.0,4125.0,4398.89990234375,4505.27001953125,4904.98388671875,5030.6923828125,5162.24658203125,6682.748046875,,,
Senegal,SN,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/senegal,IRENA database,414.700012207031,417.940002441406,418.079986572266,421.220001220703,421.359985351563,422.5,468.040008544922,468.200012207031,553.059997558594,546.369995117188,559.789978027344,562.690002441406,569.900024414063,593.599975585938,612.0,613.0,766.5,837.5,1153.69995117188,1221.90002441406,1325.40002441406,1391.90002441406,1534.90002441406,,
Seychelles,SC,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/seychelles,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Seychelles,SC,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/seychelles,AFREC Database,178.0,180.0,205.0,210.0,212.0,217.0,237.0,255.0,253.0,259.0,283.0,400.700805664063,405.051208496094,409.441619873047,427.401611328125,438.829406738281,451.079223632813,464.169036865234,478.127624511719,492.993225097656,508.813171386719,601.530944824219,,,
Seychelles,SC,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/seychelles,IRENA database,88.5,89.7880020141602,83.2880020141602,89.2880020141602,89.2880020141602,89.2880020141602,89.2880020141602,89.2880020141602,89.2880020141602,89.2880020141602,89.2880020141602,89.2880020141602,89.2880020141602,90.5660018920898,91.3789978027344,94.568000793457,111.803001403809,113.072998046875,112.615997314453,118.986000061035,118.986000061035,125.435997009277,126.305999755859,,
Sierra Leone,SL,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/sierra-leone,AFREC Database,15.0,15.0,16.0,16.0,16.0,18.0,4.0,18.0,96.0,88.0,149.0,153.0,118.0,105.0,178.227005004883,188.667999267578,202.746109008789,219.402786254883,239.100814819336,241.43537902832,243.966323852539,314.454681396484,,,
Sierra Leone,SL,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/sierra-leone,AFREC Database,89.0,131.0,148.0,135.0,112.0,78.0,39.0,57.0,136.0,130.0,194.0,198.0,163.0,150.0,320.227020263672,340.844665527344,366.594482421875,396.658081054688,431.799774169922,451.994293212891,475.281463623047,414.809265136719,,,
Sierra Leone,SL,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/sierra-leone,IRENA database,20.0,20.0,20.0,20.0,20.0030002593994,20.003999710083,20.003999710083,20.0319995880127,45.0439987182617,45.0670013427734,75.3740005493164,90.7009963989258,91.0270004272461,91.1740036010742,135.645004272461,163.169998168945,163.233993530273,171.220001220703,201.751998901367,237.761993408203,237.761993408203,237.802001953125,242.802001953125,,
Somalia,SO,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/somalia,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Somalia,SO,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/somalia,AFREC Database,235.0,245.0,258.0,263.0,263.0,273.0,282.0,292.0,301.0,305.0,310.0,312.359985351563,331.101593017578,350.967681884766,372.0,382.895690917969,394.325927734375,406.319580078125,418.908630371094,432.128234863281,446.016876220703,460.616577148438,,,
Somalia,SO,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/somalia,IRENA database,60.0,60.0,60.0,66.0,66.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,82.1999969482422,82.1999969482422,82.3000030517578,82.9700012207031,87.4700012207031,90.4440002441406,110.61799621582,110.61799621582,119.087997436523,133.087997436523,156.587997436523,,
South Africa,ZA,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/south-africa,AFREC Database,3648.0,4095.0,3809.0,4625.0,4199.0,5845.0,5845.0,3908.0,4032.0,4194.0,5090.6201171875,7858.3330078125,7858.3330078125,4040.0,4082.0,3720.0,3994.0,5183.93408203125,5381.572265625,5640.47900390625,5914.18115234375,6199.0,,,
South Africa,ZA,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/south-africa,AFREC Database,210384.0,211660.0,219900.0,212157.0,221956.0,224596.0,231050.0,238992.0,236564.0,240444.0,245840.21875,279585.3125,258237.390625,255934.734375,252576.0,249655.0,252747.0,260729.140625,266256.28125,269744.375,272229.4375,280649.125,,,
South Africa,ZA,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/south-africa,IRENA database,35949.39453125,38123.39453125,38126.5546875,38426.5546875,37787.5546875,38387.55859375,38583.55859375,41252.05859375,42342.3203125,42460.3359375,42578.109375,43087.4453125,43468.24609375,44055.8359375,47025.25390625,47744.203125,50552.8515625,53456.3359375,56194.39453125,56295.4765625,60097.2265625,61951.640625,62635.5703125,,
South Sudan,SS,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/south-sudan,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
South Sudan,SS,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/south-sudan,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.767593383789,175.28759765625,470.140167236328,488.0,578.0,439.005401611328,542.138977050781,547.89599609375,557.564819335938,568.461303710938,559.674011230469,,,
South Sudan,SS,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/south-sudan,IRENA database,,,,,,,,,,,,,80.1600036621094,80.1600036621094,80.1600036621094,80.1600036621094,80.4280014038086,131.848999023438,132.136993408203,165.235000610352,165.235000610352,166.677993774414,181.869003295898,,
Sudan,SD,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/sudan,AFREC Database,1183.0,1267.59997558594,1287.19995117188,1163.19995117188,1107.0,1107.0,1369.0,1369.0,1466.0,3235.5,6202.0,7884.0,7884.0,8315.0,8913.0,8420.0,8024.7001953125,9347.0595703125,9350.7236328125,9788.21484375,10271.1806640625,10804.0810546875,,,
Sudan,SD,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/sudan,AFREC Database,2569.0,2839.60009765625,3093.19995117188,3354.19995117188,3467.0,3467.0,4210.0,4210.0,5507.0,6372.5,7499.0,11305.400390625,11349.2080078125,10289.759765625,11381.0,13052.1796875,14408.10546875,15911.099609375,16113.703125,16769.9140625,17491.734375,18284.623046875,,,
Sudan,SD,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/sudan,IRENA database,662.0,662.0,686.008972167969,1067.00903320313,1361.10498046875,1389.20300292969,1436.21203613281,1456.40295410156,1934.52197265625,2934.88208007813,3191.27001953125,3192.50610351563,3301.06591796875,3307.666015625,3309.583984375,3314.91088867188,3357.21899414063,3366.80004882813,3672.48803710938,3696.48901367188,3733.1298828125,3751.86010742188,3805.86010742188,,
Tanzania,TZ,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/tanzania,AFREC Database,2145.0,2573.0,2736.0,2548.0,2356.0,1778.0,1436.0,2511.0,2655.0,2784.0,2548.0,1983.26403808594,1471.68005371094,1717.0,2590.0,2108.0,2326.0,2378.35693359375,2432.060546875,2487.19970703125,2543.86254882813,3233.169921875,,,
Tanzania,TZ,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/tanzania,AFREC Database,2479.0,2806.0,2994.0,2658.0,2478.0,3036.0,2776.0,4175.0,4414.0,4628.0,5098.0,6223.57568359375,5794.818359375,5931.14208984375,6208.0,6394.0,6959.65380859375,7114.0908203125,7876.93896484375,8066.67041015625,8270.16015625,8191.58984375,,,
Tanzania,TZ,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/tanzania,IRENA database,765.028991699219,765.068969726563,865.304016113281,874.804016113281,874.804016113281,937.643981933594,938.35400390625,1040.35400390625,1066.32397460938,1112.1240234375,1137.9560546875,1433.27795410156,1602.40100097656,1669.02697753906,1630.34399414063,1586.39099121094,1744.17797851563,1749.2509765625,1993.876953125,1999.48205566406,2003.58203125,2004.08203125,2004.40197753906,,
Togo,TG,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/togo,AFREC Database,100.0,49.0,86.0,122.0,81.0,74.0,91.0,92.0,91.4000015258789,93.0,98.0,103.0,88.9000015258789,71.0,120.0,56.0,232.600006103516,103.0,113.024002075195,124.117744445801,136.461517333984,82.5,,,
Togo,TG,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/togo,AFREC Database,175.0,123.0,153.0,176.0,186.0,189.0,221.0,194.0,123.400001525879,126.0,132.0,139.0,202.0,93.0,145.0,81.1366653442383,260.884796142578,702.544616699219,505.340667724609,520.689453125,537.706176757813,700.656005859375,,,
Togo,TG,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/togo,IRENA database,87.4000015258789,87.4000015258789,87.4000015258789,86.5999984741211,107.849998474121,108.930000305176,108.930000305176,108.930000305176,108.930000305176,108.930000305176,238.929992675781,238.929992675781,238.936996459961,238.944000244141,238.958999633789,239.0,239.026000976563,239.916000366211,242.434005737305,244.404006958008,246.13200378418,343.165008544922,343.165008544922,,
Tunisia,TN,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/tunisia,AFREC Database,64.4000015258789,54.4000015258789,64.1999969482422,166.0,153.52099609375,145.156997680664,91.7399978637695,49.0,37.9500007629395,78.8939971923828,50.0,54.0,196.300003051758,60.0800018310547,56.0,60.9341316223145,66.1995086669922,17.4599990844727,17.4599990844727,18.8234386444092,20.2375679016113,28.0599994659424,,,
Tunisia,TN,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/tunisia,AFREC Database,10095.400390625,10854.0,11281.2998046875,11690.400390625,12454.140625,13005.5517578125,13420.3896484375,13968.0,14585.3701171875,15250.8935546875,16095.515625,16494.8515625,18055.751953125,18369.11328125,19015.162109375,19474.93359375,19626.19921875,20610.681640625,20379.046875,20694.00390625,23812.70703125,22142.53125,,,
Tunisia,TN,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/tunisia,IRENA database,2857.48706054688,2857.62109375,2857.73388671875,2943.51391601563,3061.55395507813,3300.56396484375,3334.57592773438,3314.5859375,3655.68603515625,3807.0859375,3810.5029296875,4219.5859375,4281.57080078125,4541.537109375,5007.07421875,4978.546875,5242.06005859375,5356.076171875,5148.7490234375,5461.048828125,6027.89013671875,6027.89013671875,6580.076171875,,
Uganda,UG,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/uganda,AFREC Database,1551.0,1546.0,1668.0,1752.0,1888.0,1839.0,1161.0,1398.0,1631.0,1396.0,1485.0,1513.72802734375,1513.72802734375,2393.23193359375,2393.0,2433.08862304688,2475.00122070313,3440.72705078125,3643.01806640625,3714.19213867188,3790.02612304688,4637.76025390625,,,
Uganda,UG,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/uganda,AFREC Database,1557.0,1552.0,1675.0,1757.0,1890.0,1902.0,1594.0,1986.0,2267.0,2189.0,2406.0,2222.412109375,2224.1640625,3202.65600585938,3207.0,3282.87768554688,3365.17016601563,3855.53100585938,4234.6220703125,4317.50048828125,4405.68408203125,5158.23974609375,,,
Uganda,UG,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/uganda,IRENA database,263.200012207031,263.799987792969,304.100006103516,304.700012207031,305.299987792969,368.0,420.399993896484,422.700012207031,623.0,588.481018066406,633.611022949219,634.942016601563,739.6259765625,849.906005859375,905.406005859375,917.906005859375,919.97802734375,964.546997070313,1010.4169921875,1280.96899414063,1296.61596679688,1298.65795898438,1324.61804199219,,
Zambia,ZM,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/zambia,AFREC Database,7782.0,9000.0,8333.0,8262.0,8262.0,8883.0,9329.0,9801.0,9666.0,10276.0,11273.0,11133.8720703125,11133.8720703125,13281.0,14042.0,13035.0,11048.5,12484.2001953125,13697.9697265625,13842.6806640625,13991.189453125,14072.2998046875,,,
Zambia,ZM,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/zambia,AFREC Database,7830.0,9050.0,8383.0,8283.0,8283.0,8938.0,9329.0,9831.0,9696.0,10308.0,11304.0,11914.4755859375,11914.4755859375,13300.0,14452.0,13439.0,11718.5,13167.7275390625,14397.1259765625,14559.5546875,14727.890625,16674.900390625,,,
Zambia,ZM,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/zambia,IRENA database,1887.83203125,1887.83203125,1887.83203125,1827.83203125,1827.83203125,1827.83203125,1827.83203125,1769.13598632813,1799.31201171875,1807.31201171875,2021.31201171875,2021.31201171875,2028.31201171875,2372.36596679688,2442.62109375,2483.27197265625,2899.90600585938,2969.90600585938,2966.03588867188,3054.67602539063,3055.67602539063,3362.8759765625,3821.90405273438,,
Zimbabwe,ZW,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/zimbabwe,AFREC Database,3260.0,2998.0,3824.0,5359.0,5911.0,5801.0,5552.0,4541.0,4263.0,5464.0,6001.0,5843.8310546875,5843.8310546875,4996.0,5431.0,4990.0,3023.80004882813,3171.61474609375,3323.63037109375,3480.36181640625,3642.33447265625,4512.2001953125,,,
Zimbabwe,ZW,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/zimbabwe,AFREC Database,6996.0,7926.0,8587.0,8799.0,10284.0,10121.0,9902.0,8634.0,8116.0,9270.0,8220.0,8913.291015625,8923.291015625,9581.4677734375,10031.0,9714.0615234375,7096.935546875,7409.93603515625,7734.8798828125,8073.11572265625,8412.314453125,7477.19775390625,,,
Zimbabwe,ZW,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/zimbabwe,IRENA database,1918.68505859375,1918.68505859375,1938.68505859375,1938.68505859375,1938.68505859375,1938.68505859375,1938.68701171875,1938.68701171875,2022.68701171875,2023.18701171875,2024.31201171875,2052.5048828125,2053.22802734375,2059.31494140625,2060.0400390625,2074.8779296875,2078.96997070313,2085.82592773438,2389.373046875,2392.61596679688,2394.9189453125,2408.84912109375,2471.71411132813,,
